Customer Name,Ratings,Review Title,Reviews
SUSMITA BEJ,5.0 out of 5 stars,Outstanding printer,"This is an outstanding scanner-printer. Only a little flaw I notied that when you do scan with 1200dpi then scan size is too large. If they can reduce the size with a decent quality, then this will be great."
Poorna ChandraRao,4.0 out of 5 stars,Portable nice Wifi technologie,good product by HP laser printer
sanjeet ray,5.0 out of 5 stars,Not satisfied with seller,"Product is good but seller intentionally cheated. After purchasing around 10-15 days or printing around 30-40 pages , it's indicated low black cartridge. Still doubt on genuineness."
Suhel Ahmed,3.0 out of 5 stars,Nice,Nice
Prakhar Jaju,5.0 out of 5 stars,Pros and Cons,"The best thing I liked is that it's wifi signal , it's such that it comes even when printer is kept far from my room and what I dislike is that it's scanner , i.e. it has problem scanning documents directly to mobile sometimes"
Amazon Customer,4.0 out of 5 stars,Printer was in good quality and with all accessories,Printer was in good quality and with all accessories. Wifi printing from mobile or iPad is very smooth - having some issues with laptop - wifi printing. Need to sort it out. Onsite demo wasn't possible as HP doesn't has demo for only certain product series
Amazon Buyer,5.0 out of 5 stars,Product is Good,It was one year almost working fine product is really good
S S,4.0 out of 5 stars,Printer is of good quality and functions well,Printer is of good quality and functions well.But cartridge received with the purchase of printer is not up to mark and it prints approx 500 pages.
lalan prasad,4.0 out of 5 stars,Good product,Please update my gst number 07AQCPP3359B1Z1
ANIL BHAVANI,5.0 out of 5 stars,Good product,"Good product
Good print quality"
Sanjeev,5.0 out of 5 stars,High Quality and Durable Printer,An excellent Printer which gives high quality prints. I have four such Printers in my office. All are working fine without any trouble for the last two years. You will not regret buying it.
A R Nagori,5.0 out of 5 stars,Good for small office,"its a good MFP for a small office where daily print less then 10 are needed.
comes with a demo tone which gives around 300-400 prints,
and you can not refill it, New toner will give around 1500 A4 page print.
you can use local refilled cartridges also which can reduce the cost of print, but you will loose warranty.
it takes around 30 seconds to start and connect to wireless.
got it for around 10300 in a lightening deal."
Roshan Meena,4.0 out of 5 stars,Better products,Osm products but highly cost
VAIBHAV,3.0 out of 5 stars,Wi fi not connected,"Connecting Printer to Wi-Fi is most difficult and not user friendly.

Manual provided with printer is useless."
Ravindra Prasad,5.0 out of 5 stars,Printer quality,I am using with wify configuration and it's nice one
Harikiran,4.0 out of 5 stars,Good product to buy...,"The product is very good and printing quality is also good. But for wireless printing through wifi, it was taking more time...."
Ankita,5.0 out of 5 stars,Amazing printer,Very good and value for money product.
Ranjay Kumar,4.0 out of 5 stars,Overall good experience.,"Overall good experience..using since last 2 months.

Easy to install.

Print through your smart phone."
Vinod,5.0 out of 5 stars,Simply superb product with awesome quality.. Very compact printer,Simply superb product after using it for the first day... Took a little time to install the wifi but it works like a charm.. No issues with copy or print.. Excellent quality prints and with awesome speed.. Highly recommend the product
Madhav mahesh,2.0 out of 5 stars,Waste of money,"This printer is very bad it have only take 800 print we need to refill it again and again.New toner is very costly,we bad"
Shiv Lal,5.0 out of 5 stars,Good Printer With Excellent Print Quality,GOOD PRINTER AND COST EFFECTIVE IF COMPATABLE CARTRIDGES USED
SHAKIL NADAF,4.0 out of 5 stars,Display not good. It's required led ight,Printer is good quality but must required light in display panel. It's difficult to see in display without light. Plz it's so important to work easy
Arnav,5.0 out of 5 stars,Best Laserjet printer still date,I am writing this review after breif research on printers..this product worth each penny!! within 8hrs I got my product delivered in good condition . This is my first printer to use. no cons as of now !!! this gonna rock I guess
Amazon Customer,2.0 out of 5 stars,No display light no duplex printing,"2 main disadvantages
No display light on the panel makes it difficult to read the status
There is no automatic duplex printing. Which means the pages have to be rotated manually"
SANTOSH SHARMA,4.0 out of 5 stars,Improvement in terms of wifi,It's good but needs improvement
Amazon Customer,2.0 out of 5 stars,Not up to the Expectation,"Regret to buy this Printer. There is no background light in the display. Very difficult to see what is being displayed. Print quality & Copy quality is worse than the HP Inkjet printer which I have been using. Duplex printing is not working. Since I started using the printer after the expiry of the return window, I could not return the product."
Ajit,1.0 out of 5 stars,No match to expectation,Poor print quality. Customer care temporarily resolved the issue but issue resurfaced. This happened on 10th day of printer. Thinking to lodge a complaint in consumer forum.
Saurabh rana,3.0 out of 5 stars,Not good,Laptop se wirles print niklne m problem h
Shailesh Mishra,4.0 out of 5 stars,H P printer is good buy,I liked the product. It's easy to operate and printing is also good.
Jyothsna,4.0 out of 5 stars,Nice,Nice for school and regular use
vijay kumar,5.0 out of 5 stars,The product is very good,Printer is awesome but display is too dull backlight must be provided
Placeholder,3.0 out of 5 stars,Print quality was good but xerox copy very light output,Print quality was good but xerox copy very light output
sony arouje,5.0 out of 5 stars,Excellent Printer,"I bought this Printer recently. It's a good printer for the money. I bought this mainly because of it's wireless capability. Setting up this Printer to connect to my Wireless network was pretty easy, just follow the onscreen instructions in the Installation CD. The wireless printing was very fast, I haven't find any delay.

Also this printer support ePrinting, that is we can assign an Email Id and printer can print any document by just emailing to the Printer's email id.

Regards,
Sony Arouje
www.sonyarouje.com"
Lakshya Dheer,5.0 out of 5 stars,M126nw is VFM for a network printer!,This is an amazing printer for the price! The quality is just too good. Good for occasional home usage and for a small office. The only draw-backs I can think of are: 1) No auto Duplex printing; 2) Cannot scan Legal Size paper.
bairapaga john,5.0 out of 5 stars,Affordable Best All in one printer,I took this printer based on the Printer engineer recommendation. No regrets. Excellent product.
Rahi doshi,5.0 out of 5 stars,Its really best n useful all feature printer in budget,I bought it at 11600 in amazpn offer..trust me its truly amazing printer as it smoothly prints through all wireless devices and easy to use from mobiles too and through its app one can print from anywhere in world..happy to get this really best multifunction wifi printer from amazon at best price
